Taxon,Collector,Collector's #,Mother tree generalised location collected,Latitude degrees (south),Latitude minutes (south),Latitude seconds (south),Longitude degrees (east),Longitude minutes (east),Longitude seconds (east),Row #,Tree #,Status in Feb 2016,Drought stress (June 2019),Time since death (June 2019),2006 dieback/death,Maturity at June 2019,Year planted,RowTree,,,
Eucalyptus petraea,D.Nicolle,3766,"Coorow, WA",29,55,24,116,6,44,229,21,Alive,Dead (non-drought),6 - 12 months,None evident,,2001,R229/T21,,,
Eucalyptus petraea,D.Nicolle,3766,"Coorow, WA",29,55,24,116,6,44,229,22,Alive,None evident,,None evident,,2001,R229/T22,,,
Eucalyptus petraea,D.Nicolle,3766,"Coorow, WA",29,55,24,116,6,44,229,23,Alive,None evident,,None evident,Flowered,2001,R229/T23,,,
Eucalyptus petraea,D.Nicolle,3766,"Coorow, WA",29,55,24,116,6,44,229,24,Alive,None evident,,None evident,Flowered,2001,R229/T24,,,
Eucalyptus moderata,D.Nicolle,3768,"Three Springs, WA",29,35,45,115,41,13,229,25,Alive,None evident,,None evident,Flowered,2001,R229/T25,,,
Eucalyptus moderata,D.Nicolle,3768,"Three Springs, WA",29,35,45,115,41,13,229,26,Alive,None evident,,None evident,Flowered,2001,R229/T26,,,
Eucalyptus moderata,D.Nicolle,3768,"Three Springs, WA",29,35,45,115,41,13,229,27,Alive,None evident,,None evident,Flowered,2001,R229/T27,,,
Eucalyptus moderata,D.Nicolle,3768,"Three Springs, WA",29,35,45,115,41,13,229,28,Alive,None evident,,None evident,Flowered,2001,R229/T28,,,
Eucalyptus suggrandis subsp. promiscua,D.Nicolle,3721,"Lake Grace, WA",33,6,19,118,52,31,229,29,Alive,None evident,,None evident,Flowered,2001,R229/T29,,,
Eucalyptus falcata,D.Nicolle,3433,"Cargannocking Hill, WA",32,44,44,118,9,4,229,3,Dead,,,,,2001,R229/T03,,,
Eucalyptus suggrandis subsp. promiscua,D.Nicolle,3721,"Lake Grace, WA",33,6,19,118,52,31,229,30,Alive,None evident,,None evident,Flowered,2001,R229/T30,,,
Eucalyptus suggrandis subsp. promiscua x E. tenera?,D.Nicolle,3721,"Newdegate, WA",33,6,19,118,52,31,229,31,Alive,Fallen since 2016,,,,2001,R229/T31,,,
Eucalyptus suggrandis subsp. promiscua,D.Nicolle,3721,"Lake Grace, WA",33,6,19,118,52,31,229,32,Alive,None evident,,None evident,Flowered,2001,R229/T32,,,
Eucalyptus johnsoniana,D.Nicolle,3547,"Eneabba, WA",29,59,40,115,18,32,229,33,Dead,,,,,2001,R229/T33,,,
Eucalyptus falcata,D.Nicolle,3433,"Cargannocking Hill, WA",32,44,44,118,9,4,229,4,Alive,None evident,,None evident,Flowered,2001,R229/T04,,,
Eucalyptus macrocarpa subsp. macrocarpa,D.Nicolle,3428,"Yealering, WA",32,36,15,117,51,19,229,5,Dead,,,,,2001,R229/T05,,,
Eucalyptus macrocarpa subsp. macrocarpa,D.Nicolle,3428,"Yealering, WA",32,36,15,117,51,19,229,6,Alive,Dead (non-drought),1 - 2 years,None evident,,2001,R229/T06,,,
Eucalyptus macrocarpa subsp. macrocarpa,D.Nicolle,3428,"Yealering, WA",32,36,15,117,51,19,229,7,Dead,,,,,2001,R229/T07,,,
Eucalyptus macrocarpa subsp. macrocarpa,D.Nicolle,3428,"Yealering, WA",32,36,15,117,51,19,229,8,Alive,None evident,,None evident,Flowered,2001,R229/T08,,,
Eucalyptus rugosa,D.Nicolle,3179,"Sleaford Bay 1, SA",34,54,55,135,40,45,229,9,Alive,Slight,,None evident,Flowered,2001,R229/T09,,,
Eucalyptus grossa,D.Nicolle,123,"Newman Rock, WA",32,12,34,123,20,19,23,1,Dead,,,,,1993,R023/T01,,,
Eucalyptus subtilis,D.Nicolle,140,"Daniell, WA",32,31,29,121,36,28,23,10,Alive,None evident,,None evident,Flowered,1993,R023/T10,,,
Eucalyptus subtilis,D.Nicolle,140,"Daniell, WA",32,31,29,121,36,28,23,11,Alive,None evident,,None evident,Flowered,1993,R023/T11,,,
Eucalyptus subtilis,D.Nicolle,140,"Daniell, WA",32,31,29,121,36,28,23,12,Alive,None evident,,None evident,Flowered,1993,R023/T12,,,
Eucalyptus pachyloma,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,23,13,Dead,,,,,1993,R023/T13,,,
Eucalyptus pachyloma,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,23,14,Dead,,,,,1993,R023/T14,,,
Eucalyptus pachyloma,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,23,15,Dead,,,,,1993,R023/T15,,,
Eucalyptus pachyloma,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,23,16,Dead,,,,,1993,R023/T16,,,
Eucalyptus cooperiana,D.Nicolle,168,"Condingup, WA",33,44,8,122,17,28,23,17,Alive,None evident,,None evident,Flowered,1993,R023/T17,,,
Eucalyptus cooperiana,D.Nicolle,168,"Condingup, WA",33,44,8,122,17,28,23,18,Alive,Slight,,None evident,Flowered,1993,R023/T18,,,
Eucalyptus cooperiana,D.Nicolle,168,"Condingup, WA",33,44,8,122,17,28,23,19,Dead,,,,,1993,R023/T19,,,
Eucalyptus grossa,D.Nicolle,123,"Newman Rock, WA",32,12,34,123,20,19,23,2,Dead,,,,,1993,R023/T02,,,
Eucalyptus cooperiana,D.Nicolle,168,"Condingup, WA",33,44,8,122,17,28,23,20,Dead,,,,,1993,R023/T20,,,
Eucalyptus pendens,D.Nicolle,256,"Warradarge, WA",30,24,,115,23,,23,21,Dead,,,,,1993,R023/T21,,,
Eucalyptus pendens,D.Nicolle,256,"Warradarge, WA",30,24,,115,23,,23,22,Dead,,,,,1993,R023/T22,,,
Eucalyptus pendens,D.Nicolle,256,"Warradarge, WA",30,24,,115,23,,23,23,Dead,,,,,1993,R023/T23,,,
Eucalyptus subtilis,D.Nicolle,187,"Newdegate, WA",33,5,44,119,16,7,23,24,Alive,None evident,,None evident,Flowered,1993,R023/T24,,,
Eucalyptus subtilis,D.Nicolle,187,"Newdegate, WA",33,5,44,119,16,7,23,25,Alive,None evident,,None evident,Flowered,1993,R023/T25,,,
Eucalyptus subtilis,D.Nicolle,187,"Newdegate, WA",33,5,44,119,16,7,23,26,Alive,None evident,,None evident,Flowered,1993,R023/T26,,,
Eucalyptus subtilis,D.Nicolle,187,"Newdegate, WA",33,5,44,119,16,7,23,27,Alive,None evident,,None evident,Flowered,1993,R023/T27,,,
Eucalyptus aquilina,D.Nicolle,176,"Lucky Bay, WA",33,58,55,122,12,56,23,28,Dead,,,,,1993,R023/T28,,,
Eucalyptus aquilina,D.Nicolle,176,"Lucky Bay, WA",33,58,55,122,12,56,23,29,Dead,,,,,1993,R023/T29,,,
Eucalyptus grossa,D.Nicolle,123,"Newman Rock, WA",32,12,34,123,20,19,23,3,Dead,,,,,1993,R023/T03,,,
Eucalyptus wandoo subsp. wandoo,D.Nicolle,230,"Stirling Range, WA",32,21,13,118,4,9,23,30,Alive,None evident,,None evident,Flowered,1993,R023/T30,,,
Eucalyptus wandoo subsp. wandoo,D.Nicolle,230,"Stirling Range, WA",32,21,13,118,4,9,23,31,Alive,None evident,,None evident,Flowered,1993,R023/T31,,,
Eucalyptus wandoo subsp. wandoo,D.Nicolle,230,"Stirling Range, WA",32,21,13,118,4,9,23,32,Alive,None evident,,None evident,Flowered,1993,R023/T32,,,
Eucalyptus wandoo subsp. wandoo,D.Nicolle,230,"Stirling Range, WA",32,21,13,118,4,9,23,33,Alive,None evident,,None evident,Flowered,1993,R023/T33,,,
Eucalyptus cylindrocarpa,D.Nicolle,121,"Balladonia, WA",32,13,20,123,21,54,23,34,Alive,None evident,,None evident,Flowered,1993,R023/T34,,,
Eucalyptus cylindrocarpa,D.Nicolle,121,"Balladonia, WA",32,13,20,123,21,54,23,35,Dead,,,,,1993,R023/T35,,,
Eucalyptus cylindrocarpa,D.Nicolle,121,"Balladonia, WA",32,13,20,123,21,54,23,36,Dead,,,,,1993,R023/T36,,,
Eucalyptus cylindrocarpa,D.Nicolle,121,"Balladonia, WA",32,13,20,123,21,54,23,37,Alive,None evident,,None evident,Flowered,1993,R023/T37,,,
Eucalyptus grossa,D.Nicolle,123,"Newman Rock, WA",32,12,34,123,20,19,23,4,Dead,,,,,1993,R023/T04,,,
Eucalyptus x balanopelex (E. kessellii x E. semiglobosa),D.Nicolle,169,"Condingup, WA",33,44,8,122,17,28,23,5,Alive,Slight,,None evident,Flowered,1993,R023/T05,,,
Eucalyptus x balanopelex (E. kessellii x E. semiglobosa),D.Nicolle,169,"Condingup, WA",33,44,8,122,17,28,23,6,Dead,,,,,1993,R023/T06,,,
Eucalyptus x balanopelex (E. kessellii x E. semiglobosa),D.Nicolle,169,"Condingup, WA",33,44,8,122,17,28,23,7,Dead,,,,,1993,R023/T07,,,
Eucalyptus x balanopelex (E. kessellii x E. semiglobosa),D.Nicolle,169,"Condingup, WA",33,44,8,122,17,28,23,8,Dead,,,,,1993,R023/T08,,,
Eucalyptus subtilis,D.Nicolle,140,"Daniell, WA",32,31,29,121,36,28,23,9,Alive,None evident,,None evident,Flowered,1993,R023/T09,,,
Eucalyptus cornuta,D.Nicolle,3748,"Bremer Bay, WA",34,25,25,119,22,29,230,1,Dead,,,,,2001,R230/T01,,,
Eucalyptus clivicola,D.Nicolle,3779,"Tambellup, WA",34,9,24,117,51,48,230,10,Alive,None evident,,None evident,Flowered,2001,R230/T10,,,
Eucalyptus clivicola,D.Nicolle,3779,"Tambellup, WA",34,9,24,117,51,48,230,11,Alive,None evident,,None evident,Flowered,2001,R230/T11,,,
Eucalyptus clivicola,D.Nicolle,3779,"Tambellup, WA",34,9,24,117,51,48,230,12,Dead,,,,,2001,R230/T12,,,
Eucalyptus conferruminata subsp. conferruminata,D.Nicolle,3570,"Quoin Head, WA",33,59,5,119,49,32,230,13,Dead,,,,,2001,R230/T13,,,
Eucalyptus conferruminata subsp. conferruminata,D.Nicolle,3570,"Quoin Head, WA",33,59,5,119,49,32,230,14,Alive,Slight,,Slight,Flowered,2001,R230/T14,,,
Eucalyptus conferruminata subsp. conferruminata,D.Nicolle,3570,"Quoin Head, WA",33,59,5,119,49,32,230,15,Alive,Dead,6 - 12 months,Moderate,Flowered,2001,R230/T15,,,
Eucalyptus conferruminata subsp. conferruminata,D.Nicolle,3570,"Quoin Head, WA",33,59,5,119,49,32,230,16,Alive,Moderate,,Moderate,Flowered,2001,R230/T16,,,
Eucalyptus astringens subsp. astringens,D.Nicolle,3503,"Toodyay, WA",31,24,56,116,27,0,230,17,Alive,None evident,,None evident,Flowered,2001,R230/T17,,,
Eucalyptus astringens subsp. astringens,D.Nicolle,3503,"Toodyay, WA",31,24,56,116,27,0,230,18,Alive,None evident,,None evident,Flowered,2001,R230/T18,,,
Eucalyptus astringens subsp. astringens,D.Nicolle,3503,"Toodyay, WA",31,24,56,116,27,0,230,19,Alive,None evident,,None evident,Flowered,2001,R230/T19,,,
Eucalyptus cornuta,D.Nicolle,3748,"Bremer Bay, WA",34,25,25,119,22,29,230,2,Dead,,,Died in 2006,,2001,R230/T02,,,
Eucalyptus astringens subsp. astringens,D.Nicolle,3503,"Toodyay, WA",31,24,56,116,27,0,230,20,Alive,None evident,,None evident,Flowered,2001,R230/T20,,,
Eucalyptus redunca subsp. pluricaulis,D.Nicolle,3727,"Tarin Rock Nature Res, WA",33,5,30,118,10,52,230,21,Alive,None evident,,None evident,Flowered,2001,R230/T21,,,
Eucalyptus redunca subsp. pluricaulis,D.Nicolle,3727,"Tarin Rock Nature Res, WA",33,5,30,118,10,52,230,22,Alive,None evident,,None evident,Flowered,2001,R230/T22,,,
Eucalyptus redunca subsp. pluricaulis,D.Nicolle,3727,"Tarin Rock Nature Res, WA",33,5,30,118,10,52,230,23,Alive,None evident,,None evident,Flowered,2001,R230/T23,,,
Eucalyptus redunca subsp. pluricaulis,D.Nicolle,3727,"Tarin Rock Nature Res, WA",33,5,30,118,10,52,230,24,Alive,Fallen since 2016,,,,2001,R230/T24,,,
Eucalyptus extensa,D.Nicolle,3739,"Tarin Rock, WA",33,41,27,117,45,13,230,25,Alive,None evident,,None evident,Flowered,2001,R230/T25,,,
Eucalyptus extensa,D.Nicolle,3739,"Tarin Rock, WA",33,41,27,117,45,13,230,26,Alive,None evident,,None evident,Flowered,2001,R230/T26,,,
Eucalyptus extensa,D.Nicolle,3739,"Tarin Rock, WA",33,41,27,117,45,13,230,27,Alive,None evident,,None evident,Flowered,2001,R230/T27,,,
Eucalyptus extensa,D.Nicolle,3739,"Tarin Rock, WA",33,41,27,117,45,13,230,28,Alive,None evident,,None evident,Flowered,2001,R230/T28,,,
Eucalyptus incrassata (smooth fruit form),D.Nicolle,3731,"Harrismith, WA",33,1,47,117,52,23,230,29,Dead,,,,,2001,R230/T29,,,
Eucalyptus cornuta,D.Nicolle,3748,"Bremer Bay, WA",34,25,25,119,22,29,230,3,Alive,Moderate,,Moderate,Flowered,2001,R230/T03,,,
Eucalyptus incrassata (smooth fruit form),D.Nicolle,3731,"Harrismith, WA",33,1,47,117,52,23,230,30,Alive,None evident,,None evident,Flowered,2001,R230/T30,,,
Eucalyptus incrassata (smooth fruit form),D.Nicolle,3731,"Harrismith, WA",33,1,47,117,52,23,230,31,Alive,None evident,,None evident,Flowered,2001,R230/T31,,,
Eucalyptus incrassata (smooth fruit form),D.Nicolle,3731,"Harrismith, WA",33,1,47,117,52,23,230,32,Alive,None evident,,None evident,Flowered,2001,R230/T32,,,
Eucalyptus decurva,D.Nicolle,3506,"New Norcia, WA",31,6,46,116,9,7,230,33,Dead,,,,,2001,R230/T33,,,
Eucalyptus cornuta,D.Nicolle,3748,"Bremer Bay, WA",34,25,25,119,22,29,230,4,Dead,,,Died in 2006,,2001,R230/T04,,,
Eucalyptus angulosa,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,6,59,230,5,Alive,None evident,,None evident,Flowered,2001,R230/T05,,,
Eucalyptus angulosa,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,6,59,230,6,Alive,None evident,,None evident,Flowered,2001,R230/T06,,,
Eucalyptus angulosa,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,6,59,230,7,Alive,None evident,,None evident,Flowered,2001,R230/T07,,,
Eucalyptus angulosa,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,6,59,230,8,Alive,None evident,,None evident,Flowered,2001,R230/T08,,,
Eucalyptus clivicola,D.Nicolle,3779,"Tambellup, WA",34,9,24,117,51,48,230,9,Alive,None evident,,None evident,Flowered,2001,R230/T09,,,
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,1,Alive,None evident,,None evident,Flowered,2001,R231/T01,,,
Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,"Ongerup, WA",33,40,36,118,20,39,231,10,Alive,Dead,3 - 6 months,None evident,,2001,R231/T10,,,
Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,"Ongerup, WA",33,40,36,118,20,39,231,11,Alive,Slight,,None evident,Flowered,2001,R231/T11,,,
Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,"Ongerup, WA",33,40,36,118,20,39,231,12,Alive,None evident,,None evident,Flowered,2001,R231/T12,,,
Eucalyptus dorrienii,D.Nicolle,3725,"Tarin Rock, WA",33,6,46,118,14,6,231,13,Alive,Dead (non-drought),2 - 3 years,None evident,Flowered,2001,R231/T13,,,
Eucalyptus dorrienii,D.Nicolle,3725,"Tarin Rock, WA",33,6,46,118,14,6,231,14,Alive,None evident,,None evident,Flowered,2001,R231/T14,,,
Eucalyptus dorrienii,D.Nicolle,3725,"Tarin Rock, WA",33,6,46,118,14,6,231,15,Alive,None evident,,None evident,Flowered,2001,R231/T15,,,
Eucalyptus dorrienii,D.Nicolle,3725,"Tarin Rock, WA",33,6,46,118,14,6,231,16,Alive,None evident,,None evident,Flowered,2001,R231/T16,,,
Eucalyptus albida,D.Nicolle,3699,"Coorow, WA",30,3,20,115,44,17,231,17,Dead,,,,,2001,R231/T17,,,
Eucalyptus albida,D.Nicolle,3699,"Coorow, WA",30,3,20,115,44,17,231,18,Alive,None evident,,None evident,Flowered,2001,R231/T18,,,
Eucalyptus albida,D.Nicolle,3699,"Coorow, WA",30,3,20,115,44,17,231,19,Alive,None evident,,None evident,Flowered,2001,R231/T19,,,
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,2,Dead,,,,,2001,R231/T02,,,
Eucalyptus albida,D.Nicolle,3699,"Coorow, WA",30,3,20,115,44,17,231,20,Dead,,,,,2001,R231/T20,,,
Eucalyptus decipiens ,D.Nicolle,3700,"Coorow, WA",30,4,41,115,36,42,231,21,Dead,,,,,2001,R231/T21,,,
Eucalyptus decipiens ,D.Nicolle,3700,"Coorow, WA",30,4,41,115,36,42,231,22,Alive,Slight,,None evident,Flowered,2001,R231/T22,,,
Eucalyptus decipiens ,D.Nicolle,3700,"Coorow, WA",30,4,41,115,36,42,231,23,Alive,Dead,6 - 12 months,None evident,Flowered,2001,R231/T23,,,
Eucalyptus decipiens ,D.Nicolle,3700,"Coorow, WA",30,4,41,115,36,42,231,24,Dead,,,,,2001,R231/T24,,,
Eucalyptus horistes subsp. 'southern smooth' - E. sp. 'Sullivan Soak' intergrade,D.Nicolle,3722,"Lake Grace, WA",33,6,19,118,52,31,231,25,Alive,Moderate,,None evident,Flowered,2001,R231/T25,,,
Eucalyptus horistes subsp. 'southern smooth' - E. sp. 'Sullivan Soak' intergrade,D.Nicolle,3722,"Lake Grace, WA",33,6,19,118,52,31,231,26,Alive,Dead,6 - 12 months,None evident,Flowered,2001,R231/T26,,,
Eucalyptus horistes subsp. 'southern smooth' - E. sp. 'Sullivan Soak' intergrade,D.Nicolle,3722,"Lake Grace, WA",33,6,19,118,52,31,231,27,Alive,Dead,6 - 12 months,None evident,Flowered,2001,R231/T27,,,
Eucalyptus horistes subsp. 'southern smooth' - E. sp. 'Sullivan Soak' intergrade,D.Nicolle,3722,"Lake Grace, WA",33,6,19,118,52,31,231,28,Alive,Moderate,,None evident,Flowered,2001,R231/T28,,,
Eucalyptus sp. 'Esperance' (aff. phenax),D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,29,Alive,None evident,,None evident,Flowered,2001,R231/T29,,,
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,3,Alive,None evident,,None evident,Flowered,2001,R231/T03,,,
Eucalyptus sp. 'Esperance' (aff. phenax),D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,30,Alive,None evident,,None evident,Flowered,2001,R231/T30,,,
Eucalyptus sp. 'Esperance' (aff. phenax),D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,31,Alive,None evident,,None evident,Flowered,2001,R231/T31,,,
Eucalyptus sp. 'Esperance' (aff. phenax),D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,32,Alive,None evident,,None evident,Flowered,2001,R231/T32,,,
Eucalyptus exilis,D.Nicolle,3507,"Bindoon Hills, WA",31,22,32,116,7,8,231,33,Dead,,,,,2001,R231/T33,,,
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,4,Alive,Slight,,None evident,Flowered,2001,R231/T04,,,
Eucalyptus obesa,D.Nicolle,3724,"Lake Grace, WA",33,6,23,118,31,1,231,5,Alive,None evident,,None evident,Flowered,2001,R231/T05,,,
Eucalyptus obesa x E. neutra?,D.Nicolle,3724,"Lake Grace, WA",33,6,23,118,31,1,231,6,Alive,None evident,,None evident,Flowered,2001,R231/T06,,,
Eucalyptus obesa,D.Nicolle,3724,"Lake Grace, WA",33,6,23,118,31,1,231,7,Dead,,,,,2001,R231/T07,,,
Eucalyptus obesa,D.Nicolle,3724,"Lake Grace, WA",33,6,23,118,31,1,231,8,Alive,Slight,,None evident,Flowered,2001,R231/T08,,,
Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,"Ongerup, WA",33,40,36,118,20,39,231,9,Alive,Slight,,None evident,Flowered,2001,R231/T09,,,
Eucalyptus orthostemon,D.Nicolle,3691,"Calingiri, WA",31,3,51,116,29,37,232,1,Alive,None evident,,None evident,Flowered,2001,R232/T01,,,
Eucalyptus erythronema subsp. inornata,D.Nicolle,3685,"Quairading, WA",32,0,16,117,8,16,232,10,Dead,,,,,2001,R232/T10,,,
Eucalyptus erythronema subsp. inornata,D.Nicolle,3685,"Quairading, WA",32,0,16,117,8,16,232,11,Alive,None evident,,None evident,Flowered,2001,R232/T11,,,
Eucalyptus erythronema subsp. inornata,D.Nicolle,3685,"Quairading, WA",32,0,16,117,8,16,232,12,Alive,None evident,,None evident,Flowered,2001,R232/T12,,,
Eucalyptus incrassata ,D.Nicolle,3698,"Watheroo, WA",30,8,38,116,3,23,232,13,Dead,,,,,2001,R232/T13,,,
Eucalyptus incrassata ,D.Nicolle,3698,"Watheroo, WA",30,8,38,116,3,23,232,14,Alive,None evident,,None evident,Flowered,2001,R232/T14,,,
Eucalyptus incrassata ,D.Nicolle,3698,"Watheroo, WA",30,8,38,116,3,23,232,15,Alive,None evident,,None evident,Flowered,2001,R232/T15,,,
Eucalyptus incrassata ,D.Nicolle,3698,"Watheroo, WA",30,8,38,116,3,23,232,16,Alive,None evident,,None evident,Flowered,2001,R232/T16,,,
Eucalyptus dielsii,D.Nicolle,3596,"Mount Ney, WA",33,25,6,122,25,6,232,17,Alive,None evident,,None evident,Flowered,2001,R232/T17,,,
Eucalyptus dielsii,D.Nicolle,3596,"Mount Ney, WA",33,25,6,122,25,6,232,18,Dead,,,,,2001,R232/T18,,,
Eucalyptus dielsii,D.Nicolle,3596,"Mount Ney, WA",33,25,6,122,25,6,232,19,Alive,None evident,,None evident,Flowered,2001,R232/T19,,,
Eucalyptus orthostemon,D.Nicolle,3691,"Calingiri, WA",31,3,51,116,29,37,232,2,Alive,None evident,,None evident,Flowered,2001,R232/T02,,,
Eucalyptus dielsii,D.Nicolle,3596,"Mount Ney, WA",33,25,6,122,25,6,232,20,Alive,None evident,,None evident,Flowered,2001,R232/T20,,,
Eucalyptus sargentii subsp. onesis,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,8,232,21,Alive,None evident,,None evident,Flowered,2001,R232/T21,,,
Eucalyptus sargentii subsp. onesis,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,8,232,22,Alive,None evident,,None evident,Flowered,2001,R232/T22,,,
Eucalyptus sargentii subsp. onesis,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,8,232,23,Alive,None evident,,None evident,Flowered,2001,R232/T23,,,
Eucalyptus sargentii subsp. onesis,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,8,232,24,Alive,None evident,,None evident,Flowered,2001,R232/T24,,,
"Eucalyptus rigens
",D.Nicolle,3595,"Mt Ney, WA",33,29,11,122,20,57,232,25,Alive,Slight,,None evident,Flowered,2001,R232/T25,,,
"Eucalyptus rigens
",D.Nicolle,3595,"Mt Ney, WA",33,29,11,122,20,57,232,26,Alive,None evident,,None evident,Flowered,2001,R232/T26,,,
"Eucalyptus rigens
",D.Nicolle,3595,"Mt Ney, WA",33,29,11,122,20,57,232,27,Alive,None evident,,None evident,Flowered,2001,R232/T27,,,
"Eucalyptus rigens
",D.Nicolle,3595,"Mt Ney, WA",33,29,11,122,20,57,232,28,Alive,Slight,,None evident,Flowered,2001,R232/T28,,,
Eucalyptus subangusta subsp. pusilla,D.Nicolle,3497,"Kalannie, WA",29,46,20,117,3,41,232,29,Alive,None evident,,None evident,Flowered,2001,R232/T29,,,
Eucalyptus orthostemon,D.Nicolle,3691,"Calingiri, WA",31,3,51,116,29,37,232,3,Alive,None evident,,None evident,Flowered,2001,R232/T03,,,
Eucalyptus subangusta subsp. pusilla,D.Nicolle,3497,"Kalannie, WA",29,46,20,117,3,41,232,30,Alive,None evident,,None evident,Flowered,2001,R232/T30,,,
Eucalyptus subangusta subsp. pusilla,D.Nicolle,3497,"Kalannie, WA",29,46,20,117,3,41,232,31,Alive,None evident,,None evident,Flowered,2001,R232/T31,,,
Eucalyptus subangusta subsp. pusilla,D.Nicolle,3497,"Kalannie, WA",29,46,20,117,3,41,232,32,Alive,None evident,,None evident,Flowered,2001,R232/T32,,,
Eucalyptus stricta,D.Nicolle,3208,"Ryland Track, NSW",33,42,17,151,12,20,232,33,Dead,,,,,2001,R232/T33,,,
Eucalyptus orthostemon,D.Nicolle,3691,"Calingiri, WA",31,3,51,116,29,37,232,4,Alive,None evident,,None evident,,2001,R232/T04,,,
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,3592,"Cicle Valley, WA",33,4,43,121,41,27,232,5,Alive,None evident,,None evident,Flowered,2001,R232/T05,,,
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,3592,"Cicle Valley, WA",33,4,43,121,41,27,232,6,Alive,Dead (non-drought),2 - 3 years,None evident,Flowered,2001,R232/T06,,,
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,3592,"Cicle Valley, WA",33,4,43,121,41,27,232,7,Alive,None evident,,None evident,Flowered,2001,R232/T07,,,
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,3592,"Cicle Valley, WA",33,4,43,121,41,27,232,8,Dead,,,,,2001,R232/T08,,,
Eucalyptus erythronema subsp. inornata,D.Nicolle,3685,"Quairading, WA",32,0,16,117,8,16,232,9,Alive,None evident,,None evident,Flowered,2001,R232/T09,,,
Eucalyptus purpurata,D.Nicolle,3580,"Bandalup Hill 2, WA",33,40,7,120,24,3,233,1,Dead,,,,,2001,R233/T01,,,
Eucalyptus indurata,D.Nicolle,3584,"Desmond, WA",33,43,2,120,6,20,233,10,Alive,None evident,,None evident,Flowered,2001,R233/T10,,,
Eucalyptus indurata,D.Nicolle,3584,"Desmond, WA",33,43,2,120,6,20,233,11,Alive,None evident,,None evident,Flowered,2001,R233/T11,,,
Eucalyptus indurata,D.Nicolle,3584,"Desmond, WA",33,43,2,120,6,20,233,12,Alive,None evident,,None evident,Flowered,2001,R233/T12,,,
Eucalyptus astringens subsp. redacta (pink form),D.Nicolle,3585,"Desmond, WA",33,44,33,120,4,5,233,13,Dead,,,,,2001,R233/T13,,,
Eucalyptus astringens subsp. redacta (pink form),D.Nicolle,3585,"Desmond, WA",33,44,33,120,4,5,233,14,Dead,,,,,2001,R233/T14,,,
